Portfolio_Manager,Year,Month,PF/EPFO_Clients,Corporates_Clients,Non-Corporates_Clients,Non-Residents_Clients,FPI_Clients,Others_Clients,Total_Clients,PF/EPFO_AUM,Corporates_AUM,Non-Corporates_AUM,Non-Residents_AUM,FPI_AUM,Others_AUM,Total_AUM
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2024,10,0,27,97,7,0,0,131,0,605.47375,2282.05386,195.41613,0,0,3082.94373
AFFIRMA CAPITAL INVESTMENT ADVISER INDIA PRIVATE LIMITED,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFFIRMA CAPITAL INVESTMENT ADVISER INDIA PRIVATE LIMITED,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFFIRMA CAPITAL INVESTMENT ADVISER INDIA PRIVATE LIMITED,2024,4,0,1,1,0,0,0,0,0,25,25,0,0,0,0
AFFIRMA CAPITAL INVESTMENT ADVISER INDIA PRIVATE LIMITED,2024,7,0,1,1,0,0,0,2,0,25,25,0,0,0,50
AFFIRMA CAPITAL INVESTMENT ADVISER INDIA PRIVATE LIMITED,2024,10,0,1,1,0,0,0,2,0,18.48,18.48,0,0,0,36.96
AGREYA CAPITAL ADVISORS LLP,2022,1,0,8,225,6,0,3,242,0,25.65,379.64,4.73,0,19.99,430.01
AGREYA CAPITAL ADVISORS LLP,2022,4,0,13,251,10,0,2,276,0,35.63,408.66,9.67,0,16.62,470.58
AGREYA CAPITAL ADVISORS LLP,2022,7,0,13,273,12,0,2,300,0,36.63,455.63,10.52,0,16.22,519
AGREYA CAPITAL ADVISORS LLP,2022,10,0,14,282,13,0,0,309,0,38.26,516.72,11.62,0,0,566.6
AGREYA CAPITAL ADVISORS LLP,2023,1,0,18,289,15,0,0,322,0,39.64,530.69,13.98,0,0,584.35
AGREYA CAPITAL ADVISORS LLP,2023,4,0,18,298,15,0,0,331,0,71.3,574.92,14.25,0,0,660.46
AGREYA CAPITAL ADVISORS LLP,2023,7,0,20,296,15,0,0,331,0,119.72,614.03,16.77,0,0,750.53
AGREYA CAPITAL ADVISORS LLP,2023,10,0,22,298,15,0,0,335,0,129.61,674.39,15.67,0,0,819.66
AGREYA CAPITAL ADVISORS LLP,2024,1,0,19,296,16,0,0,331,0,131.25,774.03,20.43,0,0,925.7
AGREYA CAPITAL ADVISORS LLP,2024,4,0,19,310,17,0,0,346,0,108.69,799.69,23.57,0,0,934.95
AGREYA CAPITAL ADVISORS LLP,2024,7,0,21,322,18,0,0,361,0,149.76,885.94,25.97,0,0,1061.67
AGREYA CAPITAL ADVISORS LLP,2024,10,0,21,331,24,0,0,376,0,154.17,874.82,55.3,0,0,1084.29
ALANKIT ASSIGNMENTS LTD.,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALANKIT ASSIGNMENTS LTD.,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2022,1,0,130,2753,299,0,1,3183,0,1020.62588,3778.47815,486.81855,0,1410.77618,6696.69876
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2022,4,0,130,2653,297,0,1,3081,0,1032.11627,3692.20457,490.28231,0,1333.56554,6548.16869
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2022,7,0,130,2562,287,0,1,2980,0,1024.61687,3526.92969,460.88383,0,1315.93876,6328.36915
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2022,10,0,130,2369,273,0,1,2773,0,1026.49162,3519.27864,468.26606,0,1365.79817,6379.83449
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2023,1,0,123,2106,253,0,1,2483,0,901.58806,2899.55319,418.98079,0,1236.56571,5456.68775
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2023,4,0,113,1907,235,0,2,2257,0,890.84594,2850.08209,411.31542,0,1275.33277,5427.57622
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2023,7,0,109,1665,223,0,2,1999,0,1051.66188,3075.5752,483.80666,0,1485.42526,6096.469
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2023,10,0,103,1549,200,0,0,1852,0,1053.07224,2988.42079,1946.69746,0,0,5988.19049
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2024,1,0,104,1500,191,0,1,1796,0,1216.62874,3631.55774,501.02828,0,1763.44364,7112.6584
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2024,4,0,107,1496,185,0,1,1789,0,1342.56,3932.7,533.15,0,1752.66,7561.07
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2024,7,0,118,1586,189,0,1,1894,0,1584.06,4571.63,595.47,0,2003.75,8754.9
ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,2024,10,0,148,1804,206,0,1,2159,0,1619.12,4636.4,600.86,0,400.36,7256.74
ALDER CAPITAL ADVISORS LLP,2022,1,0,5,57,2,1,0,65,0,8.88,48.28,4.96,36.47,0,98.59
ALDER CAPITAL ADVISORS LLP,2022,4,0,5,56,2,1,0,64,0,8.32,44.65,4.38,34.26,0,91.62
ALDER CAPITAL ADVISORS LLP,2022,7,0,4,53,2,1,0,60,0,7.35,42.53,4.34,34.2,0,88.42
ALDER CAPITAL ADVISORS LLP,2022,10,0,4,46,2,1,0,53,0,7.45,40.03,4.18,34.82,0,86.48
ALDER CAPITAL ADVISORS LLP,2023,1,0,8,86,4,2,0,100,0,13.74,70.84,7.64,59.26,0,151.48
ALDER CAPITAL ADVISORS LLP,2023,4,0,4,37,3,1,0,45,0,7.15,31.55,5.72,30.42,0,74.84
ALDER CAPITAL ADVISORS LLP,2023,7,0,3,31,3,1,0,38,0,4.47,31.08,6.51,33.8,0,75.86
ALDER CAPITAL ADVISORS LLP,2023,10,0,3,26,3,1,0,33,0,4.37,26.9,6.38,32.41,0,70.06
ALDER CAPITAL ADVISORS LLP,2024,1,0,3,22,3,1,0,29,0,4.62,24.44,6.68,33.96,0,69.69
ALDER CAPITAL ADVISORS LLP,2024,4,0,2,18,3,1,0,24,0,3.12,21.1,6.67,34.08,0,64.98
ALDER CAPITAL ADVISORS LLP,2024,7,0,2,19,6,1,0,28,0,3.50658,31.80645,8.81483,37.9,0,82.02786
ALDER CAPITAL ADVISORS LLP,2024,10,0,2,19,6,1,0,28,0,3.62114,32.12257,8.97775,40.23,0,84.95146
ALFACCURATE ADVISORS PVT. LTD.,2022,1,0,32,662,48,0,2,744,0,106.65,902.07,56.33,0,107.43,1172.48
ALFACCURATE ADVISORS PVT. LTD.,2022,4,0,33,668,55,0,2,758,0,103.75,922.38,66.73,0,97.6,1190.46
ALFACCURATE ADVISORS PVT. LTD.,2022,7,0,33,680,60,0,2,775,0,114.96,934.51,74.61,0,99.03,1223.11
ALFACCURATE ADVISORS PVT. LTD.,2022,10,0,40,688,64,0,2,794,0,136.6,991.63,82.72,0,104.91,1315.85
ALFACCURATE ADVISORS PVT. LTD.,2023,1,0,41,722,66,0,2,831,0,149.06,990.97,84.76,0,100.01,1324.81
ALFACCURATE ADVISORS PVT. LTD.,2023,4,0,45,747,73,0,2,867,0,164.81,1060.9,92.64,0,102.17,1420.53
ALFACCURATE ADVISORS PVT. LTD.,2023,7,0,53,803,79,0,2,937,0,211.69,1261.62,112.17,0,112.44,1697.92
ALFACCURATE ADVISORS PVT. LTD.,2023,10,0,58,875,84,0,2,1019,0,221.75,1340.47,121.95,0,109.35,1793.52
ALFACCURATE ADVISORS PVT. LTD.,2024,1,0,65,924,88,0,2,1079,0,280.52,1582.82,135.73,0,112.07,2111.13
ALFACCURATE ADVISORS PVT. LTD.,2024,4,0,80,965,88,0,2,1135,0,309.94,1748.81,142.31,0,123.68,2324.68
ALFACCURATE ADVISORS PVT. LTD.,2024,7,0,83,1016,85,0,2,1186,0,372.7469,2026.28121,165.08257,0,139.24,2703.35068
ALFACCURATE ADVISORS PVT. LTD.,2024,10,0,87,1098,84,0,2,1271,0,381.68766,2121.59713,163.41113,0,140.53,2807.22592
ALLEGRO SECURITIES PRIVATE LIMITED,2022,1,0,2,93,1,0,0,96,0,39.14745,241.71885,1.44443,0,0,282.31073
ALLEGRO SECURITIES PRIVATE LIMITED,2022,4,0,2,90,1,0,0,93,0,24.29289,232.2853,1.43438,0,0,258.01257
ALLEGRO SECURITIES PRIVATE LIMITED,2022,7,0,2,84,1,0,0,87,0,24.39236,191.72111,1.45277,0,0,217.56624
ALLEGRO SECURITIES PRIVATE LIMITED,2022,10,0,2,80,1,0,0,83,0,8.73955,194.92389,1.51905,0,0,205.18249
ALLEGRO SECURITIES PRIVATE LIMITED,2023,1,0,2,75,1,0,0,78,0,6.17179,188.14375,1.50727,0,0,195.82281
ALLEGRO SECURITIES PRIVATE LIMITED,2023,4,0,2,58,1,0,0,61,0,6.26445,119.14015,1.54069,0,0,126.94529
ALLEGRO SECURITIES PRIVATE LIMITED,2023,7,0,1,43,0,0,0,44,0,0.89071,107.43671,0,0,0,108.32742
ALLEGRO SECURITIES PRIVATE LIMITED,2023,10,0,1,42,0,0,0,43,0,1.01075,101.65037,0,0,0,102.66112
ALLEGRO SECURITIES PRIVATE LIMITED,2024,1,0,0,38,0,0,0,38,0,0,37.74834,0,0,0,37.74834
ALLEGRO SECURITIES PRIVATE LIMITED,2024,4,0,0,33,0,0,0,33,0,0,34.03386,0,0,0,34.03386
ALLEGRO SECURITIES PRIVATE LIMITED,2024,7,0,0,31,0,0,0,31,0,0,34.79404,0,0,0,34.79404
ALLEGRO SECURITIES PRIVATE LIMITED,2024,10,0,0,30,0,0,0,30,0,0,34.62521,0,0,0,34.62521
ALMONDZ FINANCIAL SERVICES LIMITED,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMONDZ FINANCIAL SERVICES LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMONDZ FINANCIAL SERVICES LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPHA ALTERNATIVES FUND ADVISORS LLP,2022,1,14,6,8,0,0,0,28,268.81,35.84,18.38,0,0,0,323.03
ALPHA ALTERNATIVES FUND ADVISORS LLP,2022,4,26,16,18,0,0,0,60,672.96,121.16,31.74,0,0,0,825.86
ALPHA ALTERNATIVES FUND ADVISORS LLP,2022,7,0,38,14,0,0,0,52,0,443,17.96,0,0,0,460.98
ALPHA ALTERNATIVES FUND ADVISORS LLP,2022,10,0,19,8,0,0,0,27,0,244.49,10.35,0,0,0,254.84
ALPHA ALTERNATIVES FUND ADVISORS LLP,2023,1,0,19,9,0,0,0,28,0,245.34,8.82,0,0,0,254.16
ALPHA ALTERNATIVES FUND ADVISORS LLP,2023,4,0,12,8,1,0,0,21,0,103.79,9.49,0.65,0,0,113.94
ALPHA ALTERNATIVES FUND ADVISORS LLP,2023,7,0,9,8,1,0,0,18,0,69.51,11.34,0.74,0,0,81.59
ALPHA ALTERNATIVES FUND ADVISORS LLP,2023,10,0,8,9,1,0,0,18,0,51.48,14.02,0.76,0,0,66.27
ALPHA ALTERNATIVES FUND ADVISORS LLP,2024,1,0,8,9,1,0,0,18,0,62.52,18.23,2.66,0,0,83.41
ALPHA ALTERNATIVES FUND ADVISORS LLP,2024,4,0,77,54,1,0,0,132,0,1039.03,135.96,2.78,0,0,1177.77
ALPHA ALTERNATIVES FUND ADVISORS LLP,2024,7,0,28,44,1,0,0,73,0,404.24436,134.27847,3.2808,0,0,541.80363
ALPHA ALTERNATIVES FUND ADVISORS LLP,2024,10,0,32,46,1,0,0,79,0,225.33,391.55,3.25,0,0,620.13
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2022,10,0,2,0,0,0,0,2,0,10.12,0,0,0,0,10.12
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2023,1,0,1,0,0,0,0,1,0,4.84,0,0,0,0,4.84
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2023,4,0,2,0,0,0,0,2,0,10,0,0,0,0,10
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2023,7,0,1,0,0,0,0,1,0,5.7,0,0,0,0,5.7
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2023,10,0,1,0,0,0,0,1,0,5.72,0,0,0,0,5.72
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2024,1,0,1,0,0,0,0,1,0,6.86,0,0,0,0,6.86
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2024,4,0,1,0,0,0,0,1,0,7.49,0,0,0,0,7.49
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2024,7,0,3,11,0,0,0,14,0,16.3457,23.1491,0,0,0,39.4948
ALPHAGREP INVESTMENT MANAGEMENT PRIVATE LIMITED,2024,10,0,7,25,0,0,0,32,0,26.54381,39.99358,0,0,0,66.53738
ALTITUDE CAPITAL ADVISORS PRIVATE LIMITED,2022,4,0,0,4,0,0,0,4,0,0,2.3,0,0,0,2.3
ALTITUDE CAPITAL ADVISORS PRIVATE LIMITED,2022,7,0,0,4,0,0,0,4,0,0,2.19,0,0,0,2.19
ALTITUDE CAPITAL ADVISORS PRIVATE LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTITUDE CAPITAL ADVISORS PRIVATE LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTITUDE CAPITAL ADVISORS PRIVATE LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTITUDE CAPITAL ADVISORS PRIVATE LIMITED,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBIT CAPITAL PRIVATE LTD,2022,1,0,13,66,8,0,0,87,0,58.06,115.01,17.15,0,0,190.23
AMBIT CAPITAL PRIVATE LTD,2022,4,0,17,78,8,0,0,103,0,60.16,126.87,16.61,0,0,203.64
AMBIT CAPITAL PRIVATE LTD,2022,7,0,20,88,9,0,0,117,0,57.84,144.64,20.78,0,0,223.26
AMBIT CAPITAL PRIVATE LTD,2022,10,0,20,102,10,0,0,132,0,57.03,186.76,22.6,0,0,266.38
AMBIT CAPITAL PRIVATE LTD,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2022,1,0,115,1286,124,0,0,1525,0,773.4,1202.44,179.53,0,0,2155.39
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2022,4,0,119,1335,139,0,0,1593,0,777.16,1216.49,191.52,0,0,2185.17
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2022,7,0,127,1356,148,0,0,1631,0,928.85,1251.54,204.75,0,0,2385.14
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2022,10,0,139,1419,154,0,0,1712,0,1068.85,1342.99,213.2,0,0,2625.03
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2023,1,0,145,1472,163,0,0,1780,0,1036.6,1273.48,182.57,0,0,2492.65
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2023,4,0,147,1463,176,0,0,1786,0,1038.19,1311.18,207.69,0,0,2557.06
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2023,7,0,146,1435,181,0,0,1762,0,1157.59,1452.11,236.9,0,0,2846.6
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2023,10,0,145,1423,177,0,0,1745,0,989.45,1439.14,229.92,0,0,2658.51
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2024,1,0,142,1367,187,0,0,1696,0,1052.21,1519.38,254.02,0,0,2825.61
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2024,4,0,120,1260,176,0,0,1556,0,764.14,1463.14,243.76,0,0,2471.04
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2024,7,0,107,1175,165,0,0,1447,0,822.23403,1532.33744,257.41625,0,0,2611.98773
AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,2024,10,0,129,1338,167,0,0,1634,0,856.12,1674.22,255.68,0,0,2786.03
AMBIT WEALTH PRIVATE LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBIT WEALTH PRIVATE LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBIT WEALTH PRIVATE LIMITED,2023,1,0,20,99,10,0,0,129,0,51.16,155.71,21.48,0,0,228.35
AMBIT WEALTH PRIVATE LIMITED,2023,4,0,18,101,10,0,0,129,0,40.35,152.17,22.77,0,0,215.3
AMBIT WEALTH PRIVATE LIMITED,2023,7,0,17,110,12,0,0,139,0,66.77,197.47,31.31,0,0,295.55
AMBIT WEALTH PRIVATE LIMITED,2023,10,0,35,143,15,0,0,193,0,191.68,245.42,37.49,0,0,474.58
AMBIT WEALTH PRIVATE LIMITED,2024,1,0,42,157,16,0,0,215,0,175.96,300.09,45.67,0,0,521.72
AMBIT WEALTH PRIVATE LIMITED,2024,4,0,48,183,20,0,0,251,0,360.97,363.36,53.18,0,0,777.52
AMBIT WEALTH PRIVATE LIMITED,2024,7,0,58,222,21,0,0,301,0,520.00171,469.08157,71.86099,0,0,1060.94425
AMBIT WEALTH PRIVATE LIMITED,2024,10,0,66,278,27,0,0,371,0,560,550.9,84.77,0,0,1195.67
AMICUS INDIA CAPITAL PARTNERS LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAND RATHI ADVISORS LIMITED,2022,1,0,394,4138,35,0,0,4567,0,737.61,4053.54,29.25,0,0,4820.41
ANAND RATHI ADVISORS LIMITED,2022,4,0,362,3663,40,0,0,4065,0,661.03,3396.86,31.35,0,0,4089.25
ANAND RATHI ADVISORS LIMITED,2022,7,0,316,3080,43,0,0,3439,0,579.68,2766.91,33.68,0,0,3380.29
ANAND RATHI ADVISORS LIMITED,2022,10,0,255,2568,45,0,0,2868,0,424.74,2206.2,37.53,0,0,2668.47
ANAND RATHI ADVISORS LIMITED,2023,1,0,194,1821,48,0,0,2063,0,292.81,1605.18,37.8,0,0,1935.79
ANAND RATHI ADVISORS LIMITED,2023,4,0,83,680,50,0,0,813,0,78.26,639.54,39.79,0,0,757.58
ANAND RATHI ADVISORS LIMITED,2023,7,0,40,435,49,0,0,524,0,39.75,504.02,43.41,0,0,587.18
ANAND RATHI ADVISORS LIMITED,2023,10,0,43,497,54,0,0,594,0,41.75,543.68,48.15,0,0,633.57
ANAND RATHI ADVISORS LIMITED,2024,1,0,46,567,68,0,0,681,0,53.46,675.41,61.4,0,0,790.27
ANAND RATHI ADVISORS LIMITED,2024,4,0,53,642,80,0,0,775,0,60.77,755.67,69.74,0,0,886.17
ANAND RATHI ADVISORS LIMITED,2024,7,0,58,758,86,0,0,902,0,72.90107,952.97698,83.37143,0,0,1109.24948
ANAND RATHI ADVISORS LIMITED,2024,10,0,67,872,96,0,0,1035,0,81.02536,1019.10421,88.69417,0,0,1188.82374
ANGEL ONE LIMITED,2022,1,0,0,5,0,0,0,5,0,0,0.047,0,0,0,0.047
ANGEL ONE LIMITED,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ONE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2022,1,0,1,12,2,0,0,15,0,49.33,34.31,7.48,0,0,91.12
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2022,4,0,1,13,3,0,0,17,0,44.31,31.27,7.9,0,0,83.48
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2022,7,0,1,13,3,0,0,17,0,43.91,31.31,8.05,0,0,83.28
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2022,10,0,1,13,3,0,0,17,0,43.53,33.1,8.25,0,0,84.88
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2023,1,0,1,9,3,0,0,13,0,26.34,31,7.09,0,0,64.44
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2023,4,0,1,9,3,0,0,13,0,32.53,32.59,7.34,0,0,72.46
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2023,7,0,1,9,3,0,0,13,0,37.14,37.13,8.03,0,0,82.3
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2023,10,0,1,9,3,0,0,13,0,34.46,30.73,7.74,0,0,72.94
ANIVED PORTFOLIO MANAGERS PVT. LTD.,2024,1,0,1,9,3,0,0,13,0,38.7,31.3,8,0,0,78
ANVIL WEALTH MANAGEMENT PVT LTD,2022,1,0,26,450,33,0,0,509,0,248.19,1025.359,183.822,0,0,1457.37099
ANVIL WEALTH MANAGEMENT PVT LTD,2022,4,0,28,456,34,0,0,518,0,247.132,991.828,180.316,0,0,1419.276
ANVIL WEALTH MANAGEMENT PVT LTD,2022,7,0,31,491,37,0,0,559,0,269.082,973.109,172.82,0,0,1415.011
ANVIL WEALTH MANAGEMENT PVT LTD,2022,10,0,32,514,37,1,0,584,0,269.943,1000.021,177,2086.034,0,3532.998
ANVIL WEALTH MANAGEMENT PVT LTD,2023,1,0,34,510,35,1,0,580,0,252.551,968.329,164.596,3195.339,0,4580.815
ANVIL WEALTH MANAGEMENT PVT LTD,2023,4,0,34,512,38,0,0,584,0,238.782,961.679,161.419,0,0,1361.87999
ANVIL WEALTH MANAGEMENT PVT LTD,2023,7,0,32,506,38,0,0,576,0,267.102,1064.191,192.918,0,0,1524.211
ANVIL WEALTH MANAGEMENT PVT LTD,2023,10,0,25,499,39,0,0,563,0,262.759,1044.533,139.919,0,0,1447.211
ANVIL WEALTH MANAGEMENT PVT LTD,2024,1,0,3,53,19,0,0,75,0,9.671,114.611,65.254,0,0,189.536
ANVIL WEALTH MANAGEMENT PVT LTD,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANVIL WEALTH MANAGEMENT PVT LTD,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANVIL WEALTH MANAGEMENT PVT LTD,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHAM WEALTH MANAGEMENT PRIVATE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIHANT ASSET MANAGEMENT LIMITED,2022,1,0,5,92,4,0,0,101,0,10.37,98.38,5.05,0,0,113.8
ARIHANT ASSET MANAGEMENT LIMITED,2022,4,0,7,98,4,0,0,109,0,15.25,113.51,5.63,0,0,134.39
ARIHANT ASSET MANAGEMENT LIMITED,2022,7,0,10,109,5,0,0,124,0,16.82,115.2,5.85,0,0,137.87
ARKA INVESTMENT ADVISORY SERVICES PRIVATE LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARKA INVESTMENT ADVISORY SERVICES PRIVATE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARNYA REALESTATES FUND ADVISORS PRIVATE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTH PORTFOLIO MANAGEMENT PRIVATE LIMITED,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTH PORTFOLIO MANAGEMENT PRIVATE LIMITED,2024,4,0,1,12,1,0,0,14,0,6.28,15.14,1.91,0,0,23.33
ARTH PORTFOLIO MANAGEMENT PRIVATE LIMITED,2024,7,0,1,18,2,0,0,21,0,8.09,23.8,2.98,0,0,34.87
ARTH PORTFOLIO MANAGEMENT PRIVATE LIMITED,2024,10,0,1,21,2,0,0,24,0,6.74,20.92,2.47,0,0,30.13
ARTHALPHA LLP,2024,10,0,0,1,0,0,0,1,0,0,8.51421,0,0,0,8.51421
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2022,1,0,1,19,0,0,0,20,0,4.18,11.15,0,0,0,15.33
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2022,4,0,1,23,0,0,0,24,0,4.88,13.18,0,0,0,18.06
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2022,7,0,1,24,0,0,0,25,0,4.86,14.16,0,0,0,19.02
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2022,10,0,3,24,0,0,0,27,0,31.32,14.66,0,0,0,45.98
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2023,1,0,5,24,0,0,0,29,0,31.58,14.29,0,0,0,45.87
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2023,4,0,5,30,0,0,0,35,0,34.09,17.3,0,0,0,51.38999
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2023,7,0,6,37,0,0,0,43,0,43.32,24.84,0,0,0,68.16
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2023,10,0,6,39,0,0,0,45,0,46.52,32.619,0,0,0,79.139
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2024,1,0,6,40,3,0,0,49,0,56.19,42.57,2.06,0,0,100.82
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2024,4,0,6,44,4,0,0,54,0,50.13,47.17,3.37,0,0,100.67
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2024,7,0,7,47,4,0,0,58,0,66.44,58.14,3.9,0,0,128.48
ARTHYA WEALTH AND INVESTMENTS PVT LTD,2024,10,0,7,50,4,0,0,61,0,65.24,68.24,3.9,0,0,137.38
ASHLAR SECURITIES PVT. LTD.,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHLAR SECURITIES PVT. LTD.,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHLAR SECURITIES PVT. LTD.,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
